0.36183	0.64128
0.01791	0.03565
0.01089	0.02171
0.02947	0.05409
0.02005	0.0403
0.02746	0.05471
0.01407	0.02802
0.049	0.09833
0.03797	0.07056
0.03782	0.07027
0.02151	0.04316
0.06698	0.10315
0.02756	0.05543
0.00966	0.01913
0.01072	0.02159
0.01714	0.03449
0.00718	0.01447
0.01324	0.0263
0.03387	0.04816
0.00862	0.01719
0.01523	0.02914
0.01909	0.03818
0.01976	0.03935
0.01517	0.03016
0.01502	0.0302
0.02433	0.04888
0.04359	0.0876
0.01971	0.03929
0.01108	0.02227
0.01577	0.03155
0.01938	0.03865
0.00887	0.01778
0.00751	0.01501
0.02035	0.03908
0.0618	0.12327
0.04073	0.08124
0.00964	0.01937
0.00644	0.01282
0.01603	0.03217
0.0144	0.02903
0.02065	0.04137
0.02169	0.04337
0.0116	0.0233
0.0098	0.01954
0.01229	0.02444
0.01639	0.03278
0.04837	0.09332
0.01747	0.03168
0.05332	0.10084
0.03106	0.03904
0.01225	0.02439
0.02074	0.06383
0.02323	0.03606
0.01085	0.0217
0.01793	0.03593
0.03819	0.07688
0.04142	0.08247
0.0289	0.05766
0.01126	0.02266
0.01471	0.02933
0.02463	0.04909
0.02216	0.03805
0.0254	0.03607
0.01761	0.03522
0.01011	0.02021
0.01009	0.01999
0.00618	0.01248
0.00699	0.01408
0.01221	0.02066
0.00837	0.01671
0.01514	0.03041
0.02024	0.03741
0.01423	0.02844
0.02803	0.05588
0.31276	0.58668
0.02392	0.04775
0.30871	0.57102
0.01958	0.03907
0.02099	0.041
0.01436	0.02858
0.02377	0.04734
0.0603	0.10102
0.01363	0.02716
0.31071	0.60551
0.02563	0.05115
0.00882	0.01748
0.01638	0.03265
0.40037	0.6425
0.02075	0.03177
0.01178	0.02344
0.01082	0.0215
0.01853	0.032
0.01297	0.02598
0.00758	0.01503
0.01319	0.02629
0.0126	0.02536
0.01915	0.03828
0.0152	0.0306
0.01264	0.02526
0.03666	0.06585
0.0164	0.04795
0.0744	0.1377
0.0251	0.04943
0.03306	0.0587
0.01044	0.02074
0.01259	0.0252
0.43761	0.7179
0.02112	0.03078
0.03484	0.05061
0.01587	0.03179
0.02689	0.05386
0.01791	0.03571
0.04528	0.06206
0.36571	0.66277
0.01129	0.02996
0.02435	0.0489
0.01771	0.0356
0.02077	0.0416
0.01956	0.03929
0.01454	0.02927
0.00986	0.01974
0.02023	0.04035
0.00673	0.01337
0.02179	0.03686
0.01856	0.03713
0.01174	0.02351
0.02503	0.05028
0.01013	0.02039
0.0152	0.03028
0.00937	0.01861
0.01564	0.0311
0.01697	0.03379
0.01003	0.0199
0.02001	0.03485
0.01913	0.0352
0.02718	0.0425
0.01434	0.02853
0.0124	0.0248
0.03416	0.07028
0.01544	0.03098
0.00612	0.01227
0.00812	0.01596
0.02756	0.05501
0.00833	0.01659
0.01252	0.02508
0.01699	0.03384
0.03672	0.05563
0.04616	0.09275
0.00781	0.01546
0.00937	0.0188
0.02402	0.04581
0.01892	0.02973
0.00695	0.01368
0.01209	0.02436
0.0286	0.05725
0.02026	0.04031
0.00757	0.01516
0.01784	0.03569
0.03264	0.05993
0.01444	0.02893
0.01698	0.03368
0.0509	0.0871
0.03054	0.05278
0.01027	0.02061
0.05965	0.09358
0.00961	0.01914
0.43945	0.65975
0.01153	0.02298
0.01114	0.02241
0.00966	0.01925
0.02925	0.05839
0.023	0.04324
0.01462	0.02915
0.02407	0.04183
0.01157	0.02325
0.03808	0.07283
0.01663	0.03349
0.01974	0.03961
0.02018	0.04053
0.01495	0.02981
0.01167	0.02316
0.01239	0.02463
0.01241	0.02466
0.01845	0.03703
0.006	0.01211
0.01863	0.03747
0.01297	0.02579
0.01174	0.02349
0.01176	0.02354
0.03194	0.05494
0.01468	0.02924
0.00771	0.01537
0.00594	0.01196
0.02037	0.03696
0.01041	0.02075
0.01861	0.03742
0.01997	0.03992
0.00761	0.01518
0.02293	0.04599
0.29316	0.56307
0.01651	0.03292
0.02158	0.04321
0.01551	0.03109
0.01019	0.02021
0.025	0.03772
0.03366	0.05419
0.01801	0.03608
0.0109	0.02173
0.0142	0.02833
