0.07894	0.12589
0.06587	0.13138
0.08855	0.12692
0.025	0.04989
0.04869	0.097
0.06402	0.09818
0.05267	0.08016
0.03622	0.05115
0.05567	0.10277
0.02957	0.04212
0.05248	0.07143
0.06414	0.08907
0.01731	0.03412
0.02032	0.06034
0.03121	0.06206
0.0164	0.03273
0.02428	0.04724
0.03298	0.06089
0.0888	0.14588
0.02134	0.04214
0.03488	0.06968
0.02196	0.04341
0.04054	0.07207
0.036	0.07198
0.06189	0.09961
0.16954	0.33861
0.02363	0.04721
0.04668	0.06439
0.35144	0.64092
0.03422	0.06842
0.10968	0.21947
0.04299	0.06561
0.03175	0.06387
0.03202	0.0595
0.03529	0.04835
0.03972	0.07305
0.04446	0.08065
0.17643	0.33793
0.04514	0.09019
0.0307	0.06221
0.05389	0.1078
0.17904	0.35879
0.05718	0.10673
0.40747	0.77404
0.18259	0.29514
0.0173	0.03474
0.06278	0.12574
0.06936	0.13931
0.0475	0.09536
0.05117	0.10308
0.02732	0.05455
0.02368	0.04709
0.10597	0.16956
0.05048	0.10073
0.06815	0.09032
0.03215	0.05137
0.0401	0.07986
0.03053	0.06067
0.09966	0.13746
0.02798	0.0479
0.01684	0.03401
0.01909	0.03821
0.05832	0.09938
0.08154	0.12211
0.21587	0.40429
0.09847	0.1405
0.09358	0.18751
0.02173	0.04355
0.13637	0.35471
0.02874	0.05739
0.03884	0.05419
0.03017	0.06004
0.06656	0.12287
0.04067	0.06576
0.02151	0.0346
0.057	0.0914
0.08264	0.10537
0.07718	0.13322
0.05063	0.10182
0.04598	0.09201
0.01832	0.03718
0.04877	0.09769
0.04487	0.08921
0.06755	0.10312
0.36247	0.52589
0.01736	0.03478
0.225	0.46339
0.04128	0.08291
0.05397	0.09651
0.18933	0.40651
0.0747	0.11325
0.04808	0.061
0.27265	0.44483
0.01941	0.03935
0.07255	0.10247
0.18357	0.35721
0.0281	0.05245
0.0827	0.16634
0.04563	0.06354
0.02215	0.04402
0.02886	0.05825
0.0447	0.08642
0.04447	0.1
0.46434	0.70133
0.01877	0.03754
0.01266	0.0257
0.08068	0.09554
0.06941	0.13902
0.06709	0.11771
0.04356	0.08713
0.0126	0.02351
0.04771	0.0932
0.04752	0.09478
0.0173	0.03493
0.01722	0.03475
0.17337	0.3458
0.03013	0.06036
0.02855	0.05706
0.135	0.2344
0.02946	0.0586
0.03276	0.0597
0.04865	0.09731
0.06798	0.13623
0.02635	0.0522
0.26543	0.41376
0.11111	0.14559
0.04088	0.08102
0.0639	0.12704
0.04249	0.08517
0.05028	0.09311
0.06955	0.13233
0.0408	0.07395
0.06016	0.09705
0.02283	0.06965
0.11974	0.1599
0.03717	0.07382
0.1853	0.36419
0.03225	0.06487
0.08806	0.14211
0.05161	0.09892
0.06127	0.12286
0.03946	0.05743
0.02104	0.0419
0.25662	0.45168
0.03057	0.06114
0.03809	0.07632
0.05261	0.11111
0.06637	0.11148
0.34727	0.50551
0.00977	0.01932
0.00981	0.0194
0.38027	0.54204
0.08452	0.14052
0.0459	0.08163
0.08442	0.1039
0.02379	0.04732
0.04847	0.09726
0.01803	0.03568
0.07581	0.14035
0.05604	0.11266
0.02781	0.05506
0.04449	0.08848
0.09342	0.1123
0.04982	0.10016
0.07299	0.13793
0.04961	0.07904
0.04829	0.10731
0.34955	0.64786
0.04661	0.09367
0.05435	0.09124
0.03597	0.07219
0.07282	0.14029
0.08977	0.12735
0.08964	0.11283
0.06557	0.12477
0.03041	0.06091
0.04911	0.0985
0.25794	0.47502
0.03689	0.06667
0.04959	0.07056
0.21886	0.42482
0.03871	0.06332
0.05852	0.10806
0.08238	0.10488
0.09707	0.16542
0.042	0.08429
0.07737	0.10251
0.08944	0.17944
0.05255	0.10556
0.04553	0.08405
0.0847	0.16878
0.02268	0.0456
0.15654	0.22234
0.20694	0.4126
0.03936	0.07805
0.04304	0.06752
0.035	0.06759
0.17738	0.35855
0.07948	0.10384
0.06706	0.08972
0.04823	0.06639
0.06831	0.11287
0.03264	0.06503
0.06448	0.10507
0.06956	0.09913
0.01444	0.02858
0.19827	0.39692
0.05456	0.1102
0.02743	0.05495
0.0266	0.05369
0.05335	0.08283
0.04861	0.09665
0.02997	0.0602
0.05773	0.11603
0.08721	0.12844
0.01848	0.03714
0.0481	0.07255
0.1006	0.1449
0.01229	0.02467
0.03449	0.06882
0.22618	0.39186
0.07149	0.11168
0.07673	0.10448
0.06086	0.12078
0.01528	0.03037
0.03844	0.07652
0.06988	0.11342
0.03402	0.06763
0.08535	0.17076
0.08467	0.1171
0.02072	0.04172
0.03463	0.06872
0.07917	0.15882
0.04126	0.08268
0.05232	0.16104
0.03164	0.06293
0.0627	0.09665
0.05628	0.10714
0.02663	0.05371
0.0108	0.02123
0.0978	0.13169
0.02612	0.0393
0.08652	0.12179
0.0424	0.07463
0.08429	0.14765
0.01999	0.04012
0.04056	0.08099
0.01935	0.03918
0.02726	0.05481
0.06321	0.11131
0.06831	0.11019
0.05636	0.1012
0.02235	0.04516
0.05451	0.10869
0.02647	0.05263
0.02134	0.04265
0.03601	0.07184
0.03596	0.07173
0.03596	0.07173
0.07021	0.08219
0.03335	0.06629
0.0266	0.05338
0.08027	0.1195
0.02874	0.05759
0.02874	0.05733
0.05052	0.10065
0.01646	0.03272
0.04681	0.10984
0.06363	0.10643
0.05084	0.09747
0.02628	0.05203
0.03403	0.06765
0.05488	0.08943
0.03082	0.06146
0.05489	0.09354
0.05422	0.10643
0.37512	0.70319
0.06434	0.12864
0.06955	0.13297
0.07933	0.12305
0.02175	0.04345
0.02083	0.04143
0.03495	0.07018
0.02649	0.05293
0.37837	0.69103
0.01644	0.0326
0.05956	0.09586
0.11422	0.1332
0.07146	0.1093
0.15969	0.31802
0.03689	0.07333
0.06982	0.13739
0.04815	0.09259
0.47929	0.81849
0.30287	0.65244
0.05834	0.11656
0.02282	0.04579
0.05733	0.11483
0.03729	0.07419
0.01848	0.03722
0.06141	0.08837
0.06885	0.13803
0.01617	0.03231
0.05051	0.14801
0.02323	0.04204
0.01307	0.02584
0.09945	0.1827
0.05879	0.11712
0.02984	0.05961
0.10222	0.13969
0.02518	0.05082
0.09298	0.13093
0.03125	0.06248
0.05836	0.09576
0.05557	0.10465
0.05082	0.10206
0.06685	0.1308
0.074	0.10816
0.03686	0.04926
0.04028	0.12743
0.06758	0.13574
0.04483	0.08985
0.02856	0.05747
0.20978	0.43622
0.03698	0.07361
0.0317	0.06322
0.02285	0.04596
0.02363	0.06049
0.0607	0.10728
0.02566	0.05157
0.04395	0.07381
0.08997	0.15162
0.0256	0.05144
0.45834	0.72426
0.04056	0.08143
0.02744	0.0547
0.14935	0.18182
0.04501	0.09022
0.07384	0.11494
0.15611	0.33975
0.06376	0.11368
0.06116	0.11499
0.03153	0.06319
0.04668	0.07993
0.03654	0.07273
0.14528	0.30364
0.11002	0.15324
0.07249	0.14526
0.01393	0.03292
0.04337	0.08168
0.47585	0.75218
0.0507	0.10157
0.04571	0.09074
0.0396	0.07882
0.31765	0.52559
0.01986	0.03913
0.03637	0.07302
0.09176	0.12355
0.03294	0.06595
0.09108	0.13093
0.11575	0.21469
0.05417	0.10769
0.06395	0.1047
0.03486	0.06939
0.04513	0.08551
0.1262	0.17384
0.06117	0.12307
0.0617	0.09813
0.04289	0.0858
0.06584	0.12205
0.03799	0.06954
0.03806	0.07586
0.06184	0.1237
0.09496	0.12656
0.05189	0.08842
0.04106	0.08008
0.05189	0.104
0.03253	0.06448
0.02533	0.05076
0.01613	0.03201
0.09863	0.1545
0.02851	0.0568
0.16777	0.27373
0.03746	0.05226
0.04085	0.06667
0.06292	0.12571
0.25336	0.42752
0.11904	0.17217
0.01966	0.03367
0.03331	0.06613
0.03338	0.06715
0.05237	0.10531
0.03553	0.07062
0.04009	0.08068
0.07704	0.1342
0.06505	0.12959
0.04172	0.08335
0.0319	0.06376
0.04792	0.09621
0.30824	0.49032
0.06798	0.13628
0.0807	0.13406
0.0497	0.09879
0.05017	0.09979
0.03142	0.04114
0.12381	0.16667
0.12788	0.14879
0.12026	0.21829
0.05594	0.11215
0.0256	0.05145
0.03098	0.06166
0.0297	0.05569
0.06978	0.12973
0.34473	0.55349
0.03896	0.07788
0.05275	0.10112
